GP Practice Code,GP Practice Name,UEC Site Code,UEC Site Name,duration
A89010,THE STEPHENSON MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3325.91
A89022,CONCORD MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1450.42
A89026,NEW WASHINGTON MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1450.42
A89010,THE STEPHENSON MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1450.42
A89022,CONCORD MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3204.08
A89026,NEW WASHINGTON MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,3204.08
A89010,THE STEPHENSON MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3204.08
A89022,CONCORD MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2152.58
A89026,NEW WASHINGTON MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2152.58
A89010,THE STEPHENSON MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2152.58
A81057,KINGSWAY MEDICAL CENTRE,RXPBA,BISHOP AUCKLAND HOSPITAL,1606.87
A81057,KINGSWAY MEDICAL CENTRE,RNNBX,WEST CUMBERLAND HOSPITAL,8563.71
A81057,KINGSWAY MEDICAL CENTRE,RTD09,WALK IN CENTRE,3009.08
A81057,KINGSWAY MEDICAL CENTRE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,3101.81
A81057,KINGSWAY MEDICAL CENTRE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,5084.58
A81057,KINGSWAY MEDICAL CENTRE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,2941.49
A81057,KINGSWAY MEDICAL CENTRE,RTR45,FRIARAGE HOSPITAL SITE,1786.11
A81057,KINGSWAY MEDICAL CENTRE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,779.5
A81048,ZETLAND MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,2802.47
A81048,ZETLAND MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,9312.88
A81048,ZETLAND MEDICAL PRACTICE,RTD09,WALK IN CENTRE,4062.06
A81048,ZETLAND MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,4154.8
A81048,ZETLAND MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,6137.57
A81048,ZETLAND MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,3994.47
A81048,ZETLAND MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,2188.66
A81048,ZETLAND MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,1787.47
A81035,NEWLANDS MEDICAL CENTRE,RXPBA,BISHOP AUCKLAND HOSPITAL,1990.8
A81035,NEWLANDS MEDICAL CENTRE,RNNBX,WEST CUMBERLAND HOSPITAL,8424.61
A81035,NEWLANDS MEDICAL CENTRE,RTD09,WALK IN CENTRE,3250.4
A81035,NEWLANDS MEDICAL CENTRE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,3343.13
A81035,NEWLANDS MEDICAL CENTRE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,5325.9
A81035,NEWLANDS MEDICAL CENTRE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,3182.8
A81035,NEWLANDS MEDICAL CENTRE,RTR45,FRIARAGE HOSPITAL SITE,1643.58
A81035,NEWLANDS MEDICAL CENTRE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,975.8
A87013,BEWICKE MEDICAL CENTRE,RXPBA,BISHOP AUCKLAND HOSPITAL,2413.07
A87013,BEWICKE MEDICAL CENTRE,RNNBX,WEST CUMBERLAND HOSPITAL,8132.91
A87013,BEWICKE MEDICAL CENTRE,RTD09,WALK IN CENTRE,1067.64
A87013,BEWICKE MEDICAL CENTRE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,809.33
A87013,BEWICKE MEDICAL CENTRE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3316.23
A87013,BEWICKE MEDICAL CENTRE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,649.0
A87013,BEWICKE MEDICAL CENTRE,RTR45,FRIARAGE HOSPITAL SITE,3569.46
A87013,BEWICKE MEDICAL CENTRE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2590.52
A88004,MAYFIELD MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,2144.1
A88004,MAYFIELD MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,8475.98
A88004,MAYFIELD MEDICAL GROUP,RTD09,WALK IN CENTRE,1345.43
A88004,MAYFIELD MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1270.9
A88004,MAYFIELD MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3659.3
A88004,MAYFIELD MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1110.56
A88004,MAYFIELD MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,3431.69
A88004,MAYFIELD MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2443.25
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,1729.27
A89012,GALLERIES MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,1729.27
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,8087.9
A89012,GALLERIES MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,8087.9
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTD09,WALK IN CENTRE,1255.16
A89012,GALLERIES MEDICAL PRACTICE,RTD09,WALK IN CENTRE,1255.16
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1630.66
A89012,GALLERIES MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1630.66
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3271.22
A89012,GALLERIES MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3271.22
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1470.33
A89012,GALLERIES MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1470.33
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3223.99
A89012,GALLERIES MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3223.99
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2028.42
A89012,GALLERIES MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2028.42
A86017,CRUDDAS PARK SURGERY,RXPBA,BISHOP AUCKLAND HOSPITAL,2502.21
A86017,CRUDDAS PARK SURGERY,RNNBX,WEST CUMBERLAND HOSPITAL,7402.67
A86017,CRUDDAS PARK SURGERY,RTD09,WALK IN CENTRE,182.17
A86017,CRUDDAS PARK SURGERY,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1204.95
A86017,CRUDDAS PARK SURGERY,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,2585.99
A86017,CRUDDAS PARK SURGERY,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1417.38
A86017,CRUDDAS PARK SURGERY,RTR45,FRIARAGE HOSPITAL SITE,4028.29
A86017,CRUDDAS PARK SURGERY,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2801.36
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,1729.27
A89012,GALLERIES MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,1729.27
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,8087.9
A89012,GALLERIES MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,8087.9
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTD09,WALK IN CENTRE,1255.16
A89012,GALLERIES MEDICAL PRACTICE,RTD09,WALK IN CENTRE,1255.16
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1630.66
A89012,GALLERIES MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1630.66
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3271.22
A89012,GALLERIES MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3271.22
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1470.33
A89012,GALLERIES MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1470.33
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3223.99
A89012,GALLERIES MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3223.99
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2028.42
A89012,GALLERIES MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2028.42
A84042,SCOTS GAP MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,4048.87
A84042,SCOTS GAP MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,7379.95
A84042,SCOTS GAP MEDICAL GROUP,RTD09,WALK IN CENTRE,1867.3
A84042,SCOTS GAP MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1659.38
A84042,SCOTS GAP MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,2642.64
A84042,SCOTS GAP MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,2119.88
A84042,SCOTS GAP MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,5358.09
A84042,SCOTS GAP MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,4379.15
A84619,ELSDON AVENUE SURGERY,RXPBA,BISHOP AUCKLAND HOSPITAL,2960.3
A84619,ELSDON AVENUE SURGERY,RNNBX,WEST CUMBERLAND HOSPITAL,7964.06
A84619,ELSDON AVENUE SURGERY,RTD09,WALK IN CENTRE,1292.83
A84619,ELSDON AVENUE SURGERY,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,383.51
A84619,ELSDON AVENUE SURGERY,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3147.38
A84619,ELSDON AVENUE SURGERY,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,822.88
A84619,ELSDON AVENUE SURGERY,RTR45,FRIARAGE HOSPITAL SITE,4116.69
A84619,ELSDON AVENUE SURGERY,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,3137.75
A88013,CENTRAL SURGERY,RXPBA,BISHOP AUCKLAND HOSPITAL,2367.36
A88013,CENTRAL SURGERY,RNNBX,WEST CUMBERLAND HOSPITAL,8699.24
A88013,CENTRAL SURGERY,RTD09,WALK IN CENTRE,1568.69
A88013,CENTRAL SURGERY,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1487.93
A88013,CENTRAL SURGERY,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3882.56
A88013,CENTRAL SURGERY,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1327.59
A88013,CENTRAL SURGERY,RTR45,FRIARAGE HOSPITAL SITE,3524.16
A88013,CENTRAL SURGERY,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2545.22
A86033,BRUNTON PARK,RXPBA,BISHOP AUCKLAND HOSPITAL,3124.23
A86033,BRUNTON PARK,RNNBX,WEST CUMBERLAND HOSPITAL,7555.15
A86033,BRUNTON PARK,RTD09,WALK IN CENTRE,883.93
A86033,BRUNTON PARK,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,768.43
A86033,BRUNTON PARK,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,2738.47
A86033,BRUNTON PARK,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1228.93
A86033,BRUNTON PARK,RTR45,FRIARAGE HOSPITAL SITE,4467.14
A86033,BRUNTON PARK,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,3423.38
A87612,WELLSPRING MEDICAL PRACT.,RXPBA,BISHOP AUCKLAND HOSPITAL,2796.84
A87615,MALLARD MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,2796.84
A87612,WELLSPRING MEDICAL PRACT.,RNNBX,WEST CUMBERLAND HOSPITAL,7821.43
A87615,MALLARD MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,7821.43
A87612,WELLSPRING MEDICAL PRACT.,RTD09,WALK IN CENTRE,1150.2
A87615,MALLARD MEDICAL PRACTICE,RTD09,WALK IN CENTRE,1150.2
A87612,WELLSPRING MEDICAL PRACT.,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,547.22
A87615,MALLARD MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,547.22
A87612,WELLSPRING MEDICAL PRACT.,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3004.75
A87615,MALLARD MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3004.75
A87612,WELLSPRING MEDICAL PRACT.,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,715.01
A87615,MALLARD MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,715.01
A87612,WELLSPRING MEDICAL PRACT.,RTR45,FRIARAGE HOSPITAL SITE,3953.23
A87615,MALLARD MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3953.23
A87612,WELLSPRING MEDICAL PRACT.,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2974.29
A87615,MALLARD MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2974.29
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,2756.23
A87023,BRIDGE MEDICAL,RXPBA,BISHOP AUCKLAND HOSPITAL,2756.23
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,8066.62
A87023,BRIDGE MEDICAL,RNNBX,WEST CUMBERLAND HOSPITAL,8066.62
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTD09,WALK IN CENTRE,1348.07
A87023,BRIDGE MEDICAL,RTD09,WALK IN CENTRE,1348.07
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,743.03
A87023,BRIDGE MEDICAL,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,743.03
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3249.94
A87023,BRIDGE MEDICAL,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3249.94
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,486.44
A87023,BRIDGE MEDICAL,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,486.44
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,3912.61
A87023,BRIDGE MEDICAL,RTR45,FRIARAGE HOSPITAL SITE,3912.61
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2933.68
A87023,BRIDGE MEDICAL,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2933.68
A84007,PONTELAND MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,3242.36
A84011,WHITE MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,3242.36
A84007,PONTELAND MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,7355.92
A84011,WHITE MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,7355.92
A84007,PONTELAND MEDICAL GROUP,RTD09,WALK IN CENTRE,1002.07
A84011,WHITE MEDICAL GROUP,RTD09,WALK IN CENTRE,1002.07
A84007,PONTELAND MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,979.86
A84011,WHITE MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,979.86
A84007,PONTELAND MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,2539.24
A84011,WHITE MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,2539.24
A84007,PONTELAND MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1440.35
A84011,WHITE MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1440.35
A84007,PONTELAND MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,4678.57
A84011,WHITE MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,4678.57
A84007,PONTELAND MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,3541.51
A84011,WHITE MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,3541.51
A84008,BELFORD MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,5509.9
A84008,BELFORD MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,9999.48
A84008,BELFORD MEDICAL PRACTICE,RTD09,WALK IN CENTRE,3353.09
A84008,BELFORD MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,2967.58
A84008,BELFORD MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,5207.63
A84008,BELFORD MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,3428.07
A84008,BELFORD MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,6666.29
A84008,BELFORD MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,5687.35
A84013,THE GABLES MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,3115.49
A84013,THE GABLES MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,7986.82
A84013,THE GABLES MEDICAL GROUP,RTD09,WALK IN CENTRE,1315.59
A84013,THE GABLES MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,409.64
A84013,THE GABLES MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3170.14
A84013,THE GABLES MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1033.66
A84013,THE GABLES MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,4271.88
A84013,THE GABLES MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,3292.94
A84018,CORBRIDGE HEALTH CENTRE,RXPBA,BISHOP AUCKLAND HOSPITAL,2660.31
A84018,CORBRIDGE HEALTH CENTRE,RNNBX,WEST CUMBERLAND HOSPITAL,6285.89
A84018,CORBRIDGE HEALTH CENTRE,RTD09,WALK IN CENTRE,1282.53
A84018,CORBRIDGE HEALTH CENTRE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1712.68
A84018,CORBRIDGE HEALTH CENTRE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,1469.21
A84018,CORBRIDGE HEALTH CENTRE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,2173.17
A84018,CORBRIDGE HEALTH CENTRE,RTR45,FRIARAGE HOSPITAL SITE,4870.69
A84018,CORBRIDGE HEALTH CENTRE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,3835.66
A86031,FENHAM HALL SURGERY,RXPBA,BISHOP AUCKLAND HOSPITAL,2773.7
A86031,FENHAM HALL SURGERY,RNNBX,WEST CUMBERLAND HOSPITAL,7234.98
A86031,FENHAM HALL SURGERY,RTD09,WALK IN CENTRE,218.34
A86031,FENHAM HALL SURGERY,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,954.2
A86031,FENHAM HALL SURGERY,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,2418.3
A86031,FENHAM HALL SURGERY,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1269.93
A86031,FENHAM HALL SURGERY,RTR45,FRIARAGE HOSPITAL SITE,4170.49
A86031,FENHAM HALL SURGERY,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,3072.85
A89015,"FULWELL MEDICAL CENTRE,",RXPBA,BISHOP AUCKLAND HOSPITAL,2452.6
A89015,"FULWELL MEDICAL CENTRE,",RNNBX,WEST CUMBERLAND HOSPITAL,8729.58
A89015,"FULWELL MEDICAL CENTRE,",RTD09,WALK IN CENTRE,1771.17
A89015,"FULWELL MEDICAL CENTRE,",RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1883.6
A89015,"FULWELL MEDICAL CENTRE,",RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3912.89
A89015,"FULWELL MEDICAL CENTRE,",RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1723.27
A89015,"FULWELL MEDICAL CENTRE,",RTR45,FRIARAGE HOSPITAL SITE,3507.97
A89015,"FULWELL MEDICAL CENTRE,",RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2529.03
A89623,CHESTER SURGERY,RXPBA,BISHOP AUCKLAND HOSPITAL,2273.7
A89623,CHESTER SURGERY,RNNBX,WEST CUMBERLAND HOSPITAL,8568.62
A89623,CHESTER SURGERY,RTD09,WALK IN CENTRE,1676.44
A89623,CHESTER SURGERY,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1769.17
A89623,CHESTER SURGERY,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3751.94
A89623,CHESTER SURGERY,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1608.84
A89623,CHESTER SURGERY,RTR45,FRIARAGE HOSPITAL SITE,3184.59
A89623,CHESTER SURGERY,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2205.65
A89616,RICKLETON MEDICAL CENTRE,RXPBA,BISHOP AUCKLAND HOSPITAL,1786.35
A89616,RICKLETON MEDICAL CENTRE,RNNBX,WEST CUMBERLAND HOSPITAL,8195.89
A89616,RICKLETON MEDICAL CENTRE,RTD09,WALK IN CENTRE,1363.15
A89616,RICKLETON MEDICAL CENTRE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1772.95
A89616,RICKLETON MEDICAL CENTRE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3379.21
A89616,RICKLETON MEDICAL CENTRE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1612.62
A89616,RICKLETON MEDICAL CENTRE,RTR45,FRIARAGE HOSPITAL SITE,3352.67
A89616,RICKLETON MEDICAL CENTRE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2085.5
A89017,MILLFIELD MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,2330.4
A89017,MILLFIELD MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,8607.38
A89017,MILLFIELD MEDICAL GROUP,RTD09,WALK IN CENTRE,1716.67
A89017,MILLFIELD MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1809.4
A89017,MILLFIELD MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3790.7
A89017,MILLFIELD MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1649.07
A89017,MILLFIELD MEDICAL GROUP,RTR45,FRIARAGE HOSPITAL SITE,3277.27
A89017,MILLFIELD MEDICAL GROUP,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2298.33
A89021,KEPIER MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,1819.67
A89021,KEPIER MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,8531.26
A89021,KEPIER MEDICAL PRACTICE,RTD09,WALK IN CENTRE,1698.52
A89021,KEPIER MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1873.06
A89021,KEPIER MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3714.58
A89021,KEPIER MEDICAL PRACTICE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1712.73
A89021,KEPIER MEDICAL PRACTICE,RTR45,FRIARAGE HOSPITAL SITE,3095.89
A89021,KEPIER MEDICAL PRACTICE,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,2116.95
A89027,SPRINGWELL MEDICAL GROUP,RXPBA,BISHOP AUCKLAND HOSPITAL,2208.56
A89024,THE BROADWAY MEDICAL PRACTICE,RXPBA,BISHOP AUCKLAND HOSPITAL,2208.56
A89027,SPRINGWELL MEDICAL GROUP,RNNBX,WEST CUMBERLAND HOSPITAL,8521.8
A89024,THE BROADWAY MEDICAL PRACTICE,RNNBX,WEST CUMBERLAND HOSPITAL,8521.8
A89027,SPRINGWELL MEDICAL GROUP,RTD09,WALK IN CENTRE,1629.61
A89024,THE BROADWAY MEDICAL PRACTICE,RTD09,WALK IN CENTRE,1629.61
A89027,SPRINGWELL MEDICAL GROUP,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1722.34
A89024,THE BROADWAY MEDICAL PRACTICE,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,1722.34
A89027,SPRINGWELL MEDICAL GROUP,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3705.11
A89024,THE BROADWAY MEDICAL PRACTICE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,3705.11
A89027,SPRINGWELL MEDICAL GROUP,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1562.02
